"id"	"famille"	1808	"Noble"	"Citoyen"	"famille.12e.siecle"
"2563"	"pezzoli"	"1"	"0"	"0"	"0"
"2564"	"sasso"	"1"	"0"	"0"	"0"
"2565"	"venerio"	"1"	"0"	"0"	"1"
"2566"	"sodarini"	"1"	"0"	"0"	"0"
"2567"	"malanoti"	"1"	"0"	"0"	"0"
"2568"	"guizzetti"	"1"	"0"	"0"	"0"
"2569"	"luccatello"	"1"	"0"	"0"	"0"
"2570"	"schievano"	"1"	"0"	"0"	"0"
"2571"	"pighetti"	"1"	"0"	"0"	"0"
"2572"	"tognana"	"1"	"0"	"0"	"0"
"2573"	"gottoni"	"1"	"0"	"0"	"0"
"2574"	"fioletti"	"1"	"0"	"0"	"0"
"2575"	"moreto"	"1"	"0"	"0"	"0"
"2576"	"giacutti"	"1"	"0"	"0"	"0"
"2577"	"viscovich"	"1"	"0"	"0"	"0"
"2578"	"fonsa"	"1"	"0"	"0"	"0"
"2579"	"ilaris"	"1"	"0"	"0"	"0"
"2580"	"coledani"	"1"	"0"	"0"	"0"
"2581"	"berganti"	"1"	"0"	"0"	"0"
"2582"	"gavazzeni"	"1"	"0"	"0"	"0"
"2583"	"vecchino"	"1"	"0"	"0"	"0"
"2584"	"locali"	"1"	"0"	"0"	"0"
"2585"	"sa"	"1"	"0"	"0"	"0"
"2586"	"sacri"	"1"	"0"	"0"	"0"
"2587"	"piazza"	"1"	"0"	"0"	"0"
"2588"	"rr"	"1"	"0"	"0"	"0"
"2589"	"pp"	"1"	"0"	"0"	"0"
"2590"	"tm"	"1"	"0"	"0"	"0"
"2591"	"mr"	"1"	"0"	"0"	"0"
"2592"	"cc"	"1"	"0"	"0"	"0"
"2593"	"gf"	"1"	"0"	"0"	"0"
"2594"	"gi"	"1"	"0"	"0"	"0"
"2595"	"ri"	"1"	"0"	"0"	"0"
"2596"	"ap"	"1"	"0"	"0"	"0"
"2597"	"st"	"1"	"0"	"0"	"0"
"2598"	"cna"	"1"	"0"	"0"	"0"
"2599"	"tai"	"1"	"0"	"0"	"0"
"2600"	"ai"	"1"	"0"	"0"	"0"
"2601"	"pg"	"1"	"0"	"0"	"0"
"2602"	"pa"	"1"	"0"	"0"	"0"
"2603"	"sm"	"1"	"0"	"0"	"0"
"2604"	"gni"	"1"	"0"	"0"	"0"
"2605"	"li"	"1"	"0"	"0"	"0"
"2606"	"ba"	"1"	"0"	"0"	"0"
"2607"	"bondunier"	"1"	"0"	"0"	"0"
"2608"	"mineli"	"1"	"0"	"0"	"0"
"2609"	"vanasel"	"1"	"0"	"0"	"0"
"2610"	"bettio"	"1"	"0"	"0"	"0"
"2611"	"gelma"	"1"	"0"	"0"	"0"
"2612"	"scagio"	"1"	"0"	"0"	"0"
"2613"	"fonda"	"1"	"0"	"0"	"0"
"2614"	"arme"	"1"	"0"	"0"	"0"
"2615"	"fiolosso"	"1"	"0"	"0"	"0"
"2616"	"majer"	"1"	"0"	"0"	"0"
"2617"	"busetto"	"1"	"0"	"0"	"0"
"2618"	"vircovich"	"1"	"0"	"0"	"0"
"2619"	"traversini"	"1"	"0"	"0"	"0"
"2620"	"duneghello"	"1"	"0"	"0"	"0"
"2621"	"manfrin"	"1"	"0"	"0"	"0"
"2622"	"torselato"	"1"	"0"	"0"	"0"
"2623"	"vanaiel"	"1"	"0"	"0"	"0"
"2624"	"casteli"	"1"	"0"	"0"	"0"
"2625"	"possi"	"1"	"0"	"0"	"0"
"2626"	"bataja"	"1"	"0"	"0"	"0"
"2627"	"biancardi"	"1"	"0"	"0"	"0"
"2628"	"mutoni"	"1"	"0"	"0"	"0"
"2629"	"gregi"	"1"	"0"	"0"	"0"
"2630"	"colonda"	"1"	"0"	"0"	"0"
"2631"	"ferazzina"	"1"	"0"	"0"	"0"
"2632"	"mastigni"	"1"	"0"	"0"	"0"
"2633"	"ferassina"	"1"	"0"	"0"	"0"
"2634"	"dieda"	"1"	"0"	"0"	"0"
"2635"	"gianotti"	"1"	"0"	"0"	"0"
"2636"	"passassi"	"1"	"0"	"0"	"0"
"2637"	"rainati"	"1"	"0"	"0"	"0"
"2638"	"mamello"	"1"	"0"	"0"	"0"
"2639"	"zagari"	"1"	"0"	"0"	"0"
"2640"	"donada"	"1"	"0"	"0"	"0"
"2641"	"molinari"	"1"	"0"	"0"	"0"
"2642"	"tolomeo"	"1"	"0"	"0"	"0"
"2643"	"faci"	"1"	"0"	"0"	"0"
"2644"	"casalari"	"1"	"0"	"0"	"0"
"2645"	"paolini"	"1"	"0"	"0"	"0"
"2646"	"graziosi"	"1"	"0"	"0"	"0"
"2647"	"manfre"	"1"	"0"	"0"	"0"
"2648"	"fasan"	"1"	"0"	"0"	"0"
"2649"	"savrano"	"1"	"0"	"0"	"0"
"2650"	"crussi"	"1"	"0"	"0"	"0"
"2651"	"beloni"	"1"	"0"	"0"	"0"
"2652"	"briana"	"1"	"0"	"0"	"0"
"2653"	"ferrazina"	"1"	"0"	"0"	"0"
"2654"	"trombe"	"1"	"0"	"0"	"0"
"2655"	"tognollo"	"1"	"0"	"0"	"0"
"2656"	"zancato"	"1"	"0"	"0"	"0"
"2657"	"tognolo"	"1"	"0"	"0"	"0"
"2658"	"boemo"	"1"	"0"	"0"	"0"
"2659"	"nado"	"1"	"0"	"0"	"0"
"2660"	"musolo"	"1"	"0"	"0"	"0"
"2661"	"sudarini"	"1"	"0"	"0"	"0"
"2662"	"rovelli"	"1"	"0"	"0"	"0"
"2663"	"cavenago"	"1"	"0"	"0"	"0"
"2664"	"caffari"	"1"	"0"	"0"	"0"
"2665"	"chinetti"	"1"	"0"	"0"	"0"
"2666"	"amadei"	"1"	"0"	"0"	"0"
"2667"	"toniollo"	"1"	"0"	"0"	"0"
"2668"	"diodato"	"1"	"0"	"0"	"0"
"2669"	"bosio"	"1"	"0"	"0"	"1"
"2670"	"zanon"	"1"	"0"	"0"	"0"
"2671"	"businoni"	"1"	"0"	"0"	"0"
"2672"	"fovel"	"1"	"0"	"0"	"0"
"2673"	"ricardo"	"1"	"0"	"0"	"0"
"2674"	"butacalize"	"1"	"0"	"0"	"0"
"2675"	"cantoni"	"1"	"0"	"0"	"0"
"2676"	"meniurati"	"1"	"0"	"0"	"0"
"2677"	"tana"	"1"	"0"	"0"	"0"
"2678"	"gabrini"	"1"	"0"	"0"	"0"
"2679"	"baldri"	"1"	"0"	"0"	"0"
"2680"	"leon"	"1"	"0"	"0"	"0"
"2681"	"dada"	"1"	"0"	"0"	"0"
"2682"	"bataglia"	"1"	"0"	"0"	"0"
"2683"	"razini"	"1"	"0"	"0"	"0"
"2684"	"varda"	"1"	"0"	"0"	"0"
"2685"	"sanchi"	"1"	"0"	"0"	"0"
"2686"	"pigazzi"	"1"	"0"	"0"	"0"
"2687"	"coluzzi"	"1"	"0"	"0"	"0"
"2688"	"nalon"	"1"	"0"	"0"	"0"
"2689"	"cannonici"	"1"	"0"	"0"	"0"
"2690"	"ziron"	"1"	"0"	"0"	"0"
"2691"	"ex"	"1"	"0"	"0"	"0"
"2692"	"calogera"	"1"	"0"	"0"	"0"
"2693"	"zanobrio"	"1"	"0"	"0"	"0"
"2694"	"rigoni"	"1"	"0"	"0"	"0"
"2695"	"tonon"	"1"	"0"	"0"	"0"
"2696"	"naronsi"	"1"	"0"	"0"	"0"
"2697"	"ancilotto"	"1"	"0"	"0"	"0"
"2698"	"vovo"	"1"	"0"	"0"	"0"
"2699"	"pedrosin"	"1"	"0"	"0"	"0"
"2700"	"trusis"	"1"	"0"	"0"	"0"
"2701"	"ballotta"	"1"	"0"	"0"	"0"
"2702"	"chiaraba"	"1"	"0"	"0"	"0"
"2703"	"cansian"	"1"	"0"	"0"	"0"
"2704"	"verona"	"1"	"0"	"0"	"0"
"2705"	"echar"	"1"	"0"	"0"	"0"
"2706"	"badover"	"1"	"0"	"0"	"0"
"2707"	"diamante"	"1"	"0"	"0"	"0"
"2708"	"racanati"	"1"	"0"	"0"	"0"
"2709"	"palma"	"1"	"0"	"0"	"0"
"2710"	"venerando"	"1"	"0"	"0"	"0"
"2711"	"bomba"	"1"	"0"	"0"	"0"
"2712"	"raccanati"	"1"	"0"	"0"	"0"
"2713"	"rubin"	"1"	"0"	"0"	"0"
"2714"	"bagotto"	"1"	"0"	"0"	"0"
"2715"	"guizetti"	"1"	"0"	"0"	"0"
"2716"	"nasolin"	"1"	"0"	"0"	"0"
"2717"	"bragatto"	"1"	"0"	"0"	"0"
"2718"	"patella"	"1"	"0"	"0"	"0"
"2719"	"confurtunati"	"1"	"0"	"0"	"0"
"2720"	"piuco"	"1"	"0"	"0"	"0"
"2721"	"borina"	"1"	"0"	"0"	"0"
"2722"	"visciuta"	"1"	"0"	"0"	"0"
"2723"	"polli"	"1"	"0"	"0"	"0"
"2724"	"reali"	"1"	"0"	"0"	"0"
"2725"	"gambilo"	"1"	"0"	"0"	"0"
"2726"	"gisetti"	"1"	"0"	"0"	"0"
"2727"	"fillippi"	"1"	"0"	"0"	"0"
"2728"	"berretta"	"1"	"0"	"0"	"0"
"2729"	"baretta"	"1"	"0"	"0"	"0"
"2730"	"pelandina"	"1"	"0"	"0"	"0"
"2731"	"razzini"	"1"	"0"	"0"	"0"
"2732"	"maisette"	"1"	"0"	"0"	"0"
"2733"	"gurlandi"	"1"	"0"	"0"	"0"
"2734"	"colotti"	"1"	"0"	"0"	"0"
"2735"	"foretti"	"1"	"0"	"0"	"0"
"2736"	"san"	"1"	"0"	"0"	"0"
"2737"	"gian"	"1"	"0"	"0"	"0"
"2738"	"bellavita"	"1"	"0"	"0"	"0"
"2739"	"ferri"	"1"	"0"	"0"	"0"
"2740"	"ansoissio"	"1"	"0"	"0"	"0"
"2741"	"salis"	"1"	"0"	"0"	"0"
"2742"	"mozzi"	"1"	"0"	"0"	"0"
"2743"	"ciato"	"1"	"0"	"0"	"0"
"2744"	"cominotto"	"1"	"0"	"0"	"1"
"2745"	"passerina"	"1"	"0"	"0"	"0"
"2746"	"botoli"	"1"	"0"	"0"	"0"
"2747"	"grassianceli"	"1"	"0"	"0"	"0"
"2748"	"piasenti"	"1"	"0"	"0"	"0"
"2749"	"brunato"	"1"	"0"	"0"	"0"
"2750"	"dolze"	"1"	"0"	"0"	"0"
"2751"	"daleze"	"1"	"0"	"0"	"0"
"2752"	"giovannino"	"1"	"0"	"0"	"0"
"2753"	"nanetti"	"1"	"0"	"0"	"0"
"2754"	"vcelli"	"1"	"0"	"0"	"0"
"2755"	"roio"	"1"	"0"	"0"	"0"
"2756"	"folardi"	"1"	"0"	"0"	"0"
"2757"	"bala"	"1"	"0"	"0"	"0"
"2758"	"carraba"	"1"	"0"	"0"	"0"
"2759"	"simoneti"	"1"	"0"	"0"	"0"
"2760"	"tosin"	"1"	"0"	"0"	"0"
"2761"	"marzoli"	"1"	"0"	"0"	"0"
"2762"	"giuliano"	"1"	"0"	"0"	"0"
"2763"	"tartagia"	"1"	"0"	"0"	"0"
"2764"	"banchieri"	"1"	"0"	"0"	"0"
"2765"	"gotoni"	"1"	"0"	"0"	"0"
"2766"	"miprandi"	"1"	"0"	"0"	"0"
"2767"	"schia"	"1"	"0"	"0"	"0"
"2768"	"berlendia"	"1"	"0"	"0"	"0"
"2769"	"berchet"	"1"	"0"	"0"	"0"
"2770"	"sivran"	"1"	"0"	"0"	"0"
"2771"	"pelegrini"	"1"	"0"	"0"	"0"
"2772"	"persego"	"1"	"0"	"0"	"0"
"2773"	"demin"	"1"	"0"	"0"	"0"
"2774"	"domeni"	"1"	"0"	"0"	"0"
"2775"	"panagiotto"	"1"	"0"	"0"	"0"
"2776"	"zanin"	"1"	"0"	"0"	"0"
"2777"	"zapella"	"1"	"0"	"0"	"0"
"2778"	"guidoni"	"1"	"0"	"0"	"0"
"2779"	"le"	"1"	"0"	"0"	"0"
"2780"	"blond"	"1"	"0"	"0"	"0"
"2781"	"tonetti"	"1"	"0"	"0"	"0"
"2782"	"scalabrini"	"1"	"0"	"0"	"0"
"2783"	"roggia"	"1"	"0"	"0"	"0"
"2784"	"girometta"	"1"	"0"	"0"	"0"
"2785"	"serpe"	"1"	"0"	"0"	"0"
"2786"	"scachi"	"1"	"0"	"0"	"0"
"2787"	"prescitto"	"1"	"0"	"0"	"0"
"2788"	"violin"	"1"	"0"	"0"	"0"
"2789"	"barbaria"	"1"	"0"	"0"	"0"
"2790"	"ziusto"	"1"	"0"	"0"	"0"
"2791"	"pinelli"	"1"	"0"	"0"	"0"
"2792"	"casatti"	"1"	"0"	"0"	"0"
"2793"	"rossini"	"1"	"0"	"0"	"0"
"2794"	"zopetti"	"1"	"0"	"0"	"0"
"2795"	"bonadei"	"1"	"0"	"0"	"0"
"2796"	"scudelari"	"1"	"0"	"0"	"0"
"2797"	"perazollo"	"1"	"0"	"0"	"0"
"2798"	"marendi"	"1"	"0"	"0"	"0"
"2799"	"zarcoli"	"1"	"0"	"0"	"0"
"2800"	"ortalli"	"1"	"0"	"0"	"0"
"2801"	"pizoni"	"1"	"0"	"0"	"0"
"2802"	"pazini"	"1"	"0"	"0"	"0"
"2803"	"berabo"	"1"	"0"	"0"	"0"
"2804"	"pizzordini"	"1"	"0"	"0"	"0"
"2805"	"bacanello"	"1"	"0"	"0"	"0"
"2806"	"nardini"	"1"	"0"	"0"	"0"
"2807"	"chrich"	"1"	"0"	"0"	"0"
"2808"	"missana"	"1"	"0"	"0"	"0"
"2809"	"fumagalli"	"1"	"0"	"0"	"0"
"2810"	"martello"	"1"	"0"	"0"	"0"
"2811"	"macaruzzi"	"1"	"0"	"0"	"0"
"2812"	"cornera"	"1"	"0"	"0"	"1"
"2813"	"gradeniga"	"1"	"0"	"0"	"0"
"2814"	"mozeniga"	"1"	"0"	"0"	"0"
"2815"	"deserpos"	"1"	"0"	"0"	"0"
"2816"	"favretti"	"1"	"0"	"0"	"0"
"2817"	"defferari"	"1"	"0"	"0"	"0"
"2818"	"berten"	"1"	"0"	"0"	"0"
"2819"	"debei"	"1"	"0"	"0"	"0"
"2820"	"inson"	"1"	"0"	"0"	"0"
"2821"	"giro"	"1"	"0"	"0"	"0"
"2822"	"merlin"	"1"	"0"	"0"	"0"
"2823"	"boari"	"1"	"0"	"0"	"0"
"2824"	"viali"	"1"	"0"	"0"	"0"
"2825"	"viviali"	"1"	"0"	"0"	"0"
"2826"	"struca"	"1"	"0"	"0"	"0"
"2827"	"neno"	"1"	"0"	"0"	"0"
"2828"	"monici"	"1"	"0"	"0"	"0"
"2829"	"tomadelli"	"1"	"0"	"0"	"0"
"2830"	"begnia"	"1"	"0"	"0"	"0"
"2831"	"bedeschi"	"1"	"0"	"0"	"0"
"2832"	"penuta"	"1"	"0"	"0"	"0"
"2833"	"merendis"	"1"	"0"	"0"	"0"
"2834"	"ressonico"	"1"	"0"	"0"	"0"
"2835"	""	"1"	"0"	"0"	"0"
"2836"	"logiato"	"1"	"0"	"0"	"0"
"2837"	"delotto"	"1"	"0"	"0"	"0"
"2838"	"prandini"	"1"	"0"	"0"	"0"
"2839"	"ca"	"1"	"0"	"0"	"0"
"2840"	"dessila"	"1"	"0"	"0"	"0"
"2841"	"florio"	"1"	"0"	"0"	"0"
"2842"	"grapiglia"	"1"	"0"	"0"	"0"
"2843"	"borella"	"1"	"0"	"0"	"0"
"2844"	"monastero"	"1"	"0"	"0"	"0"
"2845"	"molari"	"1"	"0"	"0"	"0"
"2846"	"avesani"	"1"	"0"	"0"	"0"
"2847"	"biscuchia"	"1"	"0"	"0"	"0"
"2848"	"firinkranz"	"1"	"0"	"0"	"0"
"2849"	"pianni"	"1"	"0"	"0"	"0"
"2850"	"mambrim"	"1"	"0"	"0"	"0"
"2851"	"gheno"	"1"	"0"	"0"	"0"
"2852"	"maggio"	"1"	"0"	"0"	"0"
"2853"	"bischuchia"	"1"	"0"	"0"	"0"
"2854"	"glichi"	"1"	"0"	"0"	"0"
"2855"	"conomo"	"1"	"0"	"0"	"0"
"2856"	"singilara"	"1"	"0"	"0"	"0"
"2857"	"piacho"	"1"	"0"	"0"	"0"
"2858"	"mangili"	"1"	"0"	"0"	"0"
"2859"	"sero"	"1"	"0"	"0"	"0"
"2860"	"astasio"	"1"	"0"	"0"	"0"
"2861"	"sera"	"1"	"0"	"0"	"0"
"2862"	"zamfermo"	"1"	"0"	"0"	"0"
"2863"	"zanfermo"	"1"	"0"	"0"	"0"
"2864"	"agnoletti"	"1"	"0"	"0"	"0"
"2865"	"maorin"	"1"	"0"	"0"	"0"
"2866"	"martin"	"1"	"0"	"0"	"0"
"2867"	"vanaxel"	"1"	"0"	"0"	"0"
"2868"	"cavoco"	"1"	"0"	"0"	"0"
"2869"	"giurich"	"1"	"0"	"0"	"0"
"2870"	"berco"	"1"	"0"	"0"	"0"
"2871"	"padella"	"1"	"0"	"0"	"0"
"2872"	"spongia"	"1"	"0"	"0"	"0"
"2873"	"mitri"	"1"	"0"	"0"	"0"
"2874"	"macor"	"1"	"0"	"0"	"0"
"2875"	"basi"	"1"	"0"	"0"	"0"
"2876"	"zani"	"1"	"0"	"0"	"0"
"2877"	"taolin"	"1"	"0"	"0"	"0"
"2878"	"pasqualin"	"1"	"0"	"0"	"0"
"2879"	"nenni"	"1"	"0"	"0"	"0"
"2880"	"datoschi"	"1"	"0"	"0"	"0"
"2881"	"fransini"	"1"	"0"	"0"	"0"
"2882"	"guizzeti"	"1"	"0"	"0"	"0"
"2883"	"vizentini"	"1"	"0"	"0"	"0"
"2884"	"bonetti"	"1"	"0"	"0"	"0"
"2885"	"ercolini"	"1"	"0"	"0"	"0"
"2886"	"gaspari"	"1"	"0"	"0"	"0"
"2887"	"salvadori"	"1"	"0"	"0"	"0"
"2888"	"convento"	"1"	"0"	"0"	"0"
"2889"	"casaretti"	"1"	"0"	"0"	"0"
"2890"	"badaeli"	"1"	"0"	"0"	"0"
"2891"	"biasiuti"	"1"	"0"	"0"	"0"
"2892"	"grola"	"1"	"0"	"0"	"0"
"2893"	"eredi"	"1"	"0"	"0"	"0"
"2894"	"brusacerame"	"1"	"0"	"0"	"0"
"2895"	"ruggia"	"1"	"0"	"0"	"0"
"2896"	"scalferotto"	"1"	"0"	"0"	"0"
"2897"	"narduzzi"	"1"	"0"	"0"	"0"
"2898"	"tosca"	"1"	"0"	"0"	"0"
"2899"	"grossi"	"1"	"0"	"0"	"0"
"2900"	"chelmi"	"1"	"0"	"0"	"0"
"2901"	"ufficio"	"1"	"0"	"0"	"0"
"2902"	"fino"	"1"	"0"	"0"	"0"
"2903"	"negrello"	"1"	"0"	"0"	"0"
"2904"	"stechini"	"1"	"0"	"0"	"0"
"2905"	"perini"	"1"	"0"	"0"	"0"
"2906"	"sirmen"	"1"	"0"	"0"	"0"
"2907"	"rio"	"1"	"0"	"0"	"0"
"2908"	"banderini"	"1"	"0"	"0"	"0"
"2909"	"rissotti"	"1"	"0"	"0"	"0"
"2910"	"modulo"	"1"	"0"	"0"	"0"
"2911"	"tobia"	"1"	"0"	"0"	"0"
"2912"	"clementi"	"1"	"0"	"0"	"0"
"2913"	"bravetti"	"1"	"0"	"0"	"0"
"2914"	"pisoni"	"1"	"0"	"0"	"0"
"2915"	"salarol"	"1"	"0"	"0"	"0"
"2916"	"salla"	"1"	"0"	"0"	"0"
"2917"	"lugo"	"1"	"0"	"0"	"0"
"2918"	"coladaro"	"1"	"0"	"0"	"0"
"2919"	"tesoro"	"1"	"0"	"0"	"0"
"2920"	"origo"	"1"	"0"	"0"	"0"
"2921"	"toniato"	"1"	"0"	"0"	"0"
"2922"	"trombeta"	"1"	"0"	"0"	"0"
"2923"	"finassi"	"1"	"0"	"0"	"0"
"2924"	"caffetier"	"1"	"0"	"0"	"0"
"2925"	"zuanichi"	"1"	"0"	"0"	"0"
"2926"	"lavorati"	"1"	"0"	"0"	"0"
"2927"	"bonavida"	"1"	"0"	"0"	"0"
"2928"	"galazz"	"1"	"0"	"0"	"0"
"2929"	"tremignori"	"1"	"0"	"0"	"0"
"2930"	"oselame"	"1"	"0"	"0"	"0"
"2931"	"bagolin"	"1"	"0"	"0"	"0"
"2932"	"scardova"	"1"	"0"	"0"	"0"
"2933"	"datorta"	"1"	"0"	"0"	"0"
"2934"	"zefiri"	"1"	"0"	"0"	"0"
"2935"	"orsolini"	"1"	"0"	"0"	"0"
"2936"	"zabeo"	"1"	"0"	"0"	"0"
"2937"	"bolini"	"1"	"0"	"0"	"0"
"2938"	"ivanovich"	"1"	"0"	"0"	"0"
"2939"	"quondansi"	"1"	"0"	"0"	"0"
"2940"	"bontempi"	"1"	"0"	"0"	"0"
"2941"	"pastori"	"1"	"0"	"0"	"0"
"2942"	"torraculi"	"1"	"0"	"0"	"0"
"2943"	"catterina"	"1"	"0"	"0"	"0"
"2944"	"dettamanina"	"1"	"0"	"0"	"0"
"2945"	"seordigli"	"1"	"0"	"0"	"0"
"2946"	"cicelli"	"1"	"0"	"0"	"0"
"2947"	"sbutega"	"1"	"0"	"0"	"0"
"2948"	"crivelari"	"1"	"0"	"0"	"0"
"2949"	"angelini"	"1"	"0"	"0"	"0"
"2950"	"caregiani"	"1"	"0"	"0"	"0"
"2951"	"marcelo"	"1"	"0"	"0"	"0"
"2952"	"furlanetto"	"1"	"0"	"0"	"0"
"2953"	"scarello"	"1"	"0"	"0"	"0"
"2954"	"beluvich"	"1"	"0"	"0"	"0"
"2955"	"balzi"	"1"	"0"	"0"	"0"
"2956"	"balci"	"1"	"0"	"0"	"0"
"2957"	"giuli"	"1"	"0"	"0"	"0"
"2958"	"tirinkan"	"1"	"0"	"0"	"0"
"2959"	"giulli"	"1"	"0"	"0"	"0"
"2960"	"scuola"	"1"	"0"	"0"	"0"
"2961"	"balzzi"	"1"	"0"	"0"	"0"
"2962"	"oglieni"	"1"	"0"	"0"	"0"
"2963"	"fagarazzi"	"1"	"0"	"0"	"0"
"2964"	"zuarata"	"1"	"0"	"0"	"0"
"2965"	"sturm"	"1"	"0"	"0"	"0"
"2966"	"rubelli"	"1"	"0"	"0"	"0"
"2967"	"segalla"	"1"	"0"	"0"	"0"
"2968"	"gianosovich"	"1"	"0"	"0"	"0"
"2969"	"colledani"	"1"	"0"	"0"	"0"
"2970"	"bane"	"1"	"0"	"0"	"0"
"2971"	"tironi"	"1"	"0"	"0"	"0"
"2972"	"badin"	"1"	"0"	"0"	"0"
"2973"	"ansaizio"	"1"	"0"	"0"	"0"
"2974"	"gabiati"	"1"	"0"	"0"	"0"
"2975"	"bone"	"1"	"0"	"0"	"0"
"2976"	"mafei"	"1"	"0"	"0"	"0"
"2977"	"sapella"	"1"	"0"	"0"	"0"
"2978"	"carita"	"1"	"0"	"0"	"0"
"2979"	"barichi"	"1"	"0"	"0"	"0"
"2980"	"tirroni"	"1"	"0"	"0"	"0"
"2981"	"guisetti"	"1"	"0"	"0"	"0"
"2982"	"luvisoni"	"1"	"0"	"0"	"0"
"2983"	"fortunati"	"1"	"0"	"0"	"0"
"2984"	"bortolini"	"1"	"0"	"0"	"0"
"2985"	"nolin"	"1"	"0"	"0"	"0"
"2986"	"bozzi"	"1"	"0"	"0"	"0"
"2987"	"segatti"	"1"	"0"	"0"	"0"
"2988"	"bussella"	"1"	"0"	"0"	"0"
"2989"	"guerino"	"1"	"0"	"0"	"0"
"2990"	"busella"	"1"	"0"	"0"	"0"
"2991"	"tiepollo"	"1"	"0"	"0"	"0"
"2992"	"giovich"	"1"	"0"	"0"	"0"
"2993"	"gaffuro"	"1"	"0"	"0"	"0"
"2994"	"selich"	"1"	"0"	"0"	"0"
"2995"	"baretini"	"1"	"0"	"0"	"0"
"2996"	"minia"	"1"	"0"	"0"	"0"
"2997"	"guazzo"	"1"	"0"	"0"	"0"
"2998"	"forliche"	"1"	"0"	"0"	"0"
"2999"	"goldoni"	"1"	"0"	"0"	"0"
"3000"	"zanovello"	"1"	"0"	"0"	"0"
"3001"	"gelusi"	"1"	"0"	"0"	"0"
"3002"	"visich"	"1"	"0"	"0"	"0"
"3003"	"duja"	"1"	"0"	"0"	"0"
"3004"	"visilich"	"1"	"0"	"0"	"0"
"3005"	"cazzati"	"1"	"0"	"0"	"0"
"3006"	"veludo"	"1"	"0"	"0"	"0"
"3007"	"minopoli"	"1"	"0"	"0"	"0"
"3008"	"peruchin"	"1"	"0"	"0"	"0"
"3009"	"bada"	"1"	"0"	"0"	"0"
"3010"	"sadali"	"1"	"0"	"0"	"0"
"3011"	"polici"	"1"	"0"	"0"	"0"
"3012"	"mansini"	"1"	"0"	"0"	"0"
"3013"	"lantana"	"1"	"0"	"0"	"0"
"3014"	"fagian"	"1"	"0"	"0"	"0"
"3015"	"pavanello"	"1"	"0"	"0"	"0"
"3016"	"francagno"	"1"	"0"	"0"	"0"
"3017"	"bastian"	"1"	"0"	"0"	"0"
"3018"	"vendramina"	"1"	"0"	"0"	"0"
"3019"	"pezzato"	"1"	"0"	"0"	"0"
"3020"	"chinchio"	"1"	"0"	"0"	"0"
"3021"	"vescovado"	"1"	"0"	"0"	"0"
"3022"	"mosicheni"	"1"	"0"	"0"	"0"
"3023"	"biondetti"	"1"	"0"	"0"	"0"
"3024"	"longini"	"1"	"0"	"0"	"0"
"3025"	"sacchi"	"1"	"0"	"0"	"0"
"3026"	"federico"	"1"	"0"	"0"	"0"
"3027"	"bozzo"	"1"	"0"	"0"	"0"
"3028"	"pantariani"	"1"	"0"	"0"	"0"
"3029"	"sapelli"	"1"	"0"	"0"	"0"
"3030"	"bochi"	"1"	"0"	"0"	"0"
"3031"	"molena"	"1"	"0"	"0"	"0"
"3032"	"oratorio"	"1"	"0"	"0"	"0"
"3033"	"marcatti"	"1"	"0"	"0"	"0"
"3034"	"marcati"	"1"	"0"	"0"	"0"
"3035"	"ghini"	"1"	"0"	"0"	"0"
"3036"	"orlandi"	"1"	"0"	"0"	"0"
"3037"	"pasotti"	"1"	"0"	"0"	"0"
"3038"	"raffetti"	"1"	"0"	"0"	"0"
"3039"	"zucato"	"1"	"0"	"0"	"0"
"3040"	"simionato"	"1"	"0"	"0"	"0"
"3041"	"provedan"	"1"	"0"	"0"	"0"
"3042"	"tonini"	"1"	"0"	"0"	"0"
"3043"	"rovi"	"1"	"0"	"0"	"0"
"3044"	"cittello"	"1"	"0"	"0"	"0"
"3045"	"duglia"	"1"	"0"	"0"	"0"
"3046"	"tonci"	"1"	"0"	"0"	"0"
"3047"	"martinussi"	"1"	"0"	"0"	"0"
"3048"	"commissaria"	"1"	"0"	"0"	"0"
"3049"	"ceri"	"1"	"0"	"0"	"0"
"3050"	"bertelli"	"1"	"0"	"0"	"0"
"3051"	"tosini"	"1"	"0"	"0"	"0"
"3052"	"sua"	"1"	"0"	"0"	"0"
"3053"	"santita"	"1"	"0"	"0"	"0"
"3054"	"guarnieri"	"1"	"0"	"0"	"0"
"3055"	"colegio"	"1"	"0"	"0"	"0"
"3056"	"daponte"	"1"	"0"	"0"	"0"
"3057"	"semenzio"	"1"	"0"	"0"	"0"
"3058"	"varrato"	"1"	"0"	"0"	"0"
"3059"	"piccioli"	"1"	"0"	"0"	"0"
"3060"	"campeis"	"1"	"0"	"0"	"0"
"3061"	"voderini"	"1"	"0"	"0"	"0"
"3062"	"al"	"1"	"0"	"0"	"0"
"3063"	"niasa"	"1"	"0"	"0"	"0"
"3064"	"bragatino"	"1"	"0"	"0"	"0"
"3065"	"zola"	"1"	"0"	"0"	"0"
"3066"	"poccobelli"	"1"	"0"	"0"	"0"
"3067"	"fradellini"	"1"	"0"	"0"	"0"
"3068"	"meneghetti"	"1"	"0"	"0"	"0"
"3069"	"manolezzo"	"1"	"0"	"0"	"0"
"3070"	"casati"	"1"	"0"	"0"	"0"
"3071"	"cornelia"	"1"	"0"	"0"	"0"
"3072"	"ghero"	"1"	"0"	"0"	"0"
